content,sender,words
【谈病毒事宜】我们或将面临一个多病毒地世界。不过，无论是病毒有几万种还是有几十万种，只要我们与病毒划清了界限，病毒就一定会远离我们。        那么，我们与病毒应怎样划清界限呢！实际上，这个界限划起来是比较简单的。划清这个界限的具体做法可主要分为4个方面：        一、毒素布满体内地动物，我们绝对不能食用。        二、毒素布满体内地动物，我们绝对不能打捞、捕捉、伤害、电击等。        三、对于怀疑性较大地或易携带病毒地中间宿主动物，应定期或不定期地对其进行病毒检测，并以检测结果来决定是否对其全部保留；如需进行全部处置的话，我们应制定处置后的防病毒传播措施，并将措施落实到位和检查措施执行情况。        四、由于病毒具有突发性，在我们的日常生活中，口罩应不便于工作和交流，我们可生产带微小孔眼的无毒透明塑料膜，以该塑料膜代替口罩进行长久性的日常使用；        因病毒可通过眼角等部位渗入，我们可生产轻便眼镜，为了避免大风将眼镜挂掉，可取消2侧挂耳钩，用软性带子系在头部后面对眼镜进行长期使用；        因病毒可通过鼻腔进入，我们可生产无毒带微小孔眼的塑料鼻塞，并对该鼻塞进行长期使用；        当眼睛流泪时，眼镜就不用取掉了，用小手绢将眼镜外部的泪水擦一下就可以了；        当鼻腔一同喷鼻涕或分别喷鼻涕时，可将2个鼻塞取下或将2个鼻塞分别取下，将鼻涕喷完或将鼻涕分别喷完后立即再戴入即可；        当嘴腔需要喝水时，塑料膜就不要取掉了，因塑料膜具有微小孔眼，可直接慢慢地喝水即可；        当嘴腔需要吐痰时，最好不要吐了，直接咽下即可，因取掉1次塑料膜再用无毒胶水粘贴在嘴腔外部是较为麻烦的；        当嘴腔需要吃糖块或吃零嘴或需要吸烟时，你就暂时先不要吃糖、吃零嘴和吸烟了，你可在饭前饭后不戴塑料膜的短时间内进行吸烟等，在下班回到家里时，如果家中无病毒感染者，你吸烟也好吃零嘴也好吃糖也好就不再严格限制了。        总之，我们将以上4个方面的工作做好了，我们就可以与病毒划清界限，病毒就可以远离我们。虽然说，我们面临一个多病毒地世界，我们完全可将这个多病毒地世界转化成一个无病毒地人间。只要我们人人憎恨病毒人人抵制病毒，我们达到免遭病毒感染的目的应该是没有太大问题的。当然，也总会有极少数人对病毒防止不力，对病毒抵制不到位，从而被病毒感染且确诊为微症患者或轻症患者或重症患者或危重症患者时，就需要医院进行救治了。但，只要我们全人类横下一条心齐心协力地打击新冠病毒和其他一切病毒，我们进行大幅度的减轻医学界和医护人员等的工作压力应该是没有问题的！！！！！！！！！！！！,认证个人,病毒 事宜 面临 病毒 世界 病毒 病毒 划清 界限 病毒 远离 病毒 划清界限 界限 划起来 划清 界限 具体做法 分为 毒素 布满 动物 食用 毒素 布满 动物 打捞 捕捉 伤害 电击 怀疑 较大 携带 病毒 宿主 动物 定期 病毒检测 检测 保留 处置 制定 处置 防病毒 传播 措施 措施 落实 到位 检查 措施 执行 情况 病毒 突发性 口罩 交流 生产 孔眼 无毒 透明 塑料膜 塑料膜 口罩 长久性 病毒 眼角 部位 渗入 生产 轻便 眼镜 大风 眼镜 挂掉 取消 软性 带子 头部 眼镜 病毒 鼻腔 生产 无毒 孔眼 塑料 鼻塞 鼻塞 眼睛 流泪 眼镜 不用 取掉 手绢 眼镜 泪水 鼻腔 鼻涕 鼻涕 鼻塞 取下 鼻塞 鼻涕 喷完 鼻涕 喷完 嘴腔 喝水 塑料膜 取掉 塑料膜 孔眼 喝水 嘴腔 吐痰 咽下 取掉 塑料膜 无毒 胶水 粘贴 嘴腔 麻烦 嘴腔 糖块 吸烟 吃糖 吸烟 塑料膜 短时间 吸烟 下班 回到 病毒感染者 吸烟 好吃 工作 做好 病毒 划清界限 病毒 远离 面临 病毒 世界 病毒 世界 病毒 人间 憎恨 病毒 抵制 病毒 免遭 病毒感染 目的 总会 极少数人 病毒 病毒 抵制 到位 病毒感染 微症 轻症患者 重症 危重症 医院 救治 全人类 打击 病毒 减轻 医学界 医护人员 工作 压力
个别时候网络太发达了也不是绝对的好事情[费解]新冠疫情前期，全民都在买n95口罩，现在全世界n95口罩都被中国普通民众买完了，我们医院上班，除了发热门诊的大夫有n95可以戴，其他科室都是一次性口罩，是一次性口罩，并不是医用外科口罩[泪]医用外科口罩我们科室目前每个人只发了3个，说是不到万不得已不要用，我出门看见街上闲逛的不少人都戴的n95，哎,认证个人,网络 发达 事情 费解 全民 口罩 全世界 口罩 民众 买完 医院 上班 发热 门诊 大夫 科室 口罩 口罩 医用 外科 口罩 医用 外科 口罩 科室 不到 出门 闲逛
不要忘记给自己鼓掌👏#咪保唠嗑儿##抗击新型肺炎我们在行动# 咪保小姐的微博视频,认证个人,忘记 鼓掌 咪保 唠嗑 抗击 咪保 小姐
forcode：毫无疑问！我们目前正处在通货紧缩之中，新冠病毒疫情全球蔓延，数十亿人口停工停产、居家隔离，投资活动、消费活动、全球贸易均急速冰冻，货币乘数暴跌，全球处在通货紧缩之中，很多企业现金流断裂、破产，很多劳动力失业、入... 分享自@雪球 forcode：毫无疑问！我们目前正处在通货紧缩之中，新冠病毒疫情全球蔓延，数十亿人口停工停产、居家隔离，投资活动、消费活动、全球贸易均急速冰冻，货币乘数暴跌，全球处在通货紧缩之中，很多企业现金流断裂、破产，很多劳动力失业、入不敷出……,认证个人,全球 蔓延 人口 停工 停产 居家隔离 投资 活动 消费 活动 全球 贸易 冰冻 货币 乘数 暴跌 全球 企业 现金流 断裂 破产 劳动力 失业 分享 雪球 全球 蔓延 人口 停工 停产 居家隔离 投资 活动 消费 活动 全球 贸易 冰冻 货币 乘数 暴跌 全球 企业 现金流 断裂 破产 劳动力 失业
注意看世界1月等温线，棕色部分是这次新冠病毒重灾区。中国武汉湖北，韩国伊朗，意大利，西班牙，美国，都属于这部分。这是巧合吗？这背后有什么关联？ 聊城 显示地图,认证个人,世界 等温线 棕色 重灾区 武汉 湖北 韩国 伊朗 意大利 西班牙 巧合 关联 聊城
复工复产后新冠肺炎的防治重点,认证个人,复工复产 防治 重点
🔥老杨授政府委托#全国确诊新型肺炎病例##首个新冠病毒检测试剂盒通过检验#  圈内有口罩的朋友，需要2000万一次性医用外科口罩采购，20万N95口罩 符合国家标准，价格合理，不得隐瞒，如欺诈行为依法处理，移交当部门，国难，请大家贡献一点微不足道力量 联系电话18758304575(微信同号) http://t.cn/RiDXmd9显示地图,认证个人,政府 委托 全国 检测试剂盒 检验 圈内 口罩 朋友 医用 外科 口罩 采购 口罩 符合 国家标准 价格合理 隐瞒 欺诈 移交 部门 国难 贡献 力量 微信 同号
【董明珠首场直播秀，带货大翻车！！！】4月24日晚8点，高调预热的董明珠首场直播秀隆重开幕，但结果让几乎所有人大跌眼镜：累计观看431万，合计销售额22.53万元。其中，新冠空气净化器卖出3台，洗碗机卖出12台，单价139元的充电宝卖出121台，空调销量为0。 当晚同一平台同一时段，罗永浩直播累计观看896万，商品销售额2792.65万元。 区区22.53万元的销售额，估计董明珠自己都没想到。 网友评论：“不管结果怎么样，董大姐不服老的精神让人佩服。”,认证个人,董明珠 首场 直播 带货 翻车 高调 预热 董明珠 首场 直播 隆重开幕 所有人 累计 观看 合计 销售额 空气 净化器 卖出 洗碗机 卖出 单价 充电 卖出 空调 销量 平台 时段 罗永浩 直播 累计 观看 商品 销售额 区区 销售额 估计 董明珠 网友 评论 大姐 不服 精神 佩服
周末有一大好消息，武汉地区的新冠肺炎患者清零，这说明中国彻底打赢了第一场抗疫战争。 周末有如下5大消息值得关注！ 1，工信部信息技术发展司表示，加快新型基础设施建设和融合应用是现在工作主线，下一步将建设强大的支撑网络，加快5G建设力度，力争早日建成高质量、广覆盖的5G商用网络；同时构建网络安全保障体系，加强5G、工业互联网、数据中心等设施安全保障。 娜姐认为，这一消息有望刺激市场对5G的持续炒作，上周5G出现了回调，但是预计这是5G股的最后一跌，随着我国逐步推进5G新基建，5G方面的上市公司有望获得加速发展，至少从业绩上不容易出现持续下滑风险，反而因为近一两年的订单还有望获得超预期的增长。 从这个角度来看，5G股逢调整都可以考虑关注，但是考虑到5G股属于科技股波动比较大，可以等5G股结束这最后一次强洗盘后在放量收阳的时候考虑操作。#今日看盘##微博股票##股票##股市#,认证个人,一大 好消息 武汉 地区 打赢 抗疫 战争 消息 值得 关注 工信 信息技术 发展 加快 新型 基础设施 建设 融合 工作 主线 建设 强大 支撑 网络 加快 建设 力度 力争 建成 高质量 商用 网络 构建 网络安全 保障体系 工业 互联网 数据中心 设施 保障 消息 有望 刺激 市场 持续 炒作 回调 预计 基建 上市公司 有望 加速 发展 业绩 持续 下滑 风险 订单 预期 增长 角度 调整 关注 科技股 波动 结束 洗盘 放量 收阳 操作 看盘 股票 股票 股市
#全美首例宠物狗感染新冠# 划重点：狗狗携带病毒量很低，不会传染给人和其他动物，是人传染给狗狗不是狗狗传染给人👌,认证个人,全美 首例 宠物狗 重点 狗狗 携带 病毒 传染给 动物 传染给 狗狗 狗狗 传染给
#美国2月初已出现死亡病例#如果美国对去年下半年因所谓流感死亡的2万多例进行检测，可能会发现美国出现的第一例因新冠病毒死亡的病例，应该是在2019年下半年。,认证个人,死亡病例 流感 死亡 检测 发现 死亡
1⃣️佩戴有效口罩 2⃣️正确佩戴口罩 3⃣️正确处理已用口罩 4⃣️关于捐赠  关于近期新型冠状肺炎，恰逢春节期间。温馨提醒大家：减少一切工作及社交聚集活动。戴口罩，勤洗手，避免密集人。最后祝大家春节愉快！ #新年快乐##全国确诊新型肺炎病例#,认证个人,佩戴 口罩 正确 佩戴 口罩 正确处理 口罩 捐赠 温馨 提醒 减少 工作 社交 聚集 活动 戴口罩 勤洗手 密集 全国
#美国新冠病毒感染病例超过98万#已经超过100万了，一个月时间任病毒肆虐，政府高层没和人民一起抗疫，就忙着分别甩锅给了中国、世卫组织、伊朗、美联储、谭德塞等等。,认证个人,感染病例 超过 超过 时间 病毒 肆虐 政府 高层 没和 人民 抗疫 世卫 组织 伊朗 谭德塞
#抗击新型肺炎我们在行动# 抗击肺炎，驰援捐助，每个人都是行动者！在线捐款、物资求助、免费义诊、企业捐赠，爱心无处不在，动动手指就可以为疫情防控阻击战贡献一份力量，快来参与！ 抗击新型肺炎我们在行动,认证个人,抗击 抗击 驰援 捐助 行动者 捐款 物资 求助 免费 义诊 企业 捐赠 爱心 动动手 疫情防控 阻击战 贡献 力量 参与 抗击
#世卫回应特朗普称新冠病毒为中国病毒# 【拜登泼脏水被证实，世卫组织：没向特朗普政府提供病毒检测】 日前，在民主党总统候选人辩论中，前副总统乔·拜登对特朗普应对疫情的说法进行了批评，同时爆料称，特朗普政府拒绝使用世卫组织提供的检测（试剂盒）。周二，特朗普卫生官员进行了辩护称绝无此事。如今，世卫组织也出面作证：并未给美国提供检测。  美国《国会山报》3月18日报道，世界卫生组织(WHO)发言人塔里克·贾萨瑞维奇表示，在新型冠状病毒全球爆发之际，世卫组织(WHO)尚未与美国疾病控制与预防中心(CDC)讨论为其提供检测帮助。  塔里克·贾萨瑞维奇周二告诉CNN，美国通常不会与全球卫生机构合作为其公民提供检测，因为该国通常有能力自己进行检测。他还说，世卫组织没有给美国疾病预防控制中心提供检测。  上述言论发表之际，白宫和美国疾病控制与预防中心(CDC)正因新型冠状病毒检测进展缓慢而面临持续的批评。  周二，当被问及拜登的言论时，特朗普称拜登犯了一个错误，“他说世卫组织向美国提供了检测设备，我想他会道歉的。”,认证个人,世卫 回应 特朗普 病毒 拜登 脏水 证实 世卫 组织 特朗普 政府 提供 病毒检测 民主党 总统 候选人 辩论 总统 拜登 特朗普 应对 说法 批评 爆料 特朗普 政府 拒绝 世卫 组织 提供 检测 试剂盒 特朗普 卫生 官员 辩护 世卫 组织 出面 作证 提供 检测 国会山 报道 世界卫生组织 里克 贾萨瑞 维奇 新型 全球 爆发 世卫 组织 疾病 控制 预防 中心 讨论 提供 检测 里克 贾萨瑞 维奇 告诉 全球 卫生机构 合作 公民 提供 检测 能力 检测 世卫 组织 疾病 预防 提供 检测 言论 发表 白宫 疾病 控制 预防 中心 病毒检测 进展 面临 持续 批评 问及 拜登 言论 特朗普 拜登 错误 世卫 组织 提供 检测 设备 道歉
#北方的烈阳[超话]#       ⚠️【4月4日 禁娱公告】⚠️ 为表达全国各族人民对抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞的深切哀悼，北方的烈阳超话明天将停更一天，也提醒各位阳贵妃们注意以下几点：🐑 🐑 🐑  1⃣️.禁止发所有贴，尤其是带阳阳名字发布的任何相关文字、图片、视频等安利向内容。        发现一律屏蔽并拉黑用户！！ 2⃣️.超话内当天禁止有转发、回复、点赞的任何行为，发现给予警告！！！ 3⃣️.签到、粉丝群将照常进行，请注意言辞，否则将给予清退！  时间：http://t.cn/A6ZHLDV3   致敬英雄，逝者安息， 愿世界和平🙏,认证个人,烈阳 超话 禁娱 公告 表达 全国 抗击 斗争 牺牲 烈士 逝世 同胞 深切 哀悼 烈阳 超话 提醒 贵妃 禁止 阳阳 名字 发布 相关 文字 图片 安利 内容 发现 屏蔽 用户 超话 禁止 转发 回复 点赞 发现 给予 警告 签到 粉丝 照常进行 言辞 给予 清退 时间 致敬 英雄 逝者 安息 世界 和平
